row,ts_first,rx_ts_int,rx_ts_frac,rel_samp,rel_ns,rel_us,ma_ns,jitter_ns,fs_hz,pci,ssb,snr_db,peak_metric,quality,cfo_hz,coarse_offset_samp,cum_tracking_shift_samp,mib_payload
184,4707685262,4708249974,0.000000,564712.000000,18382552.083333,18382.552083,18888074.846170,567816.122228,30720000,84,3,1.90,8.622921,1.000000,-324.61,564719,-7,0xc42b15
185,4708308446,4708873401,0.000000,564955.000000,18390462.239583,18390.462240,18852540.257222,562237.259648,30720000,84,3,1.90,5.096122,0.637015,1179.20,564719,-3,0xc42b15
186,4708931630,4709496353,-0.281706,564722.718294,18382900.986147,18382.900986,18852532.778870,562243.504673,30720000,84,3,1.90,6.618298,0.827287,954.37,564719,-3,0xc42b15
187,4709554814,4710119750,0.213431,564936.213431,18389850.697640,18389.850698,18816750.942518,554055.749681,30720000,84,3,1.90,4.020978,0.502622,1378.25,564719,-7,0xc42b15
188,4710177998,4710742718,-0.365372,564719.634628,18382800.606382,18382.800606,18816512.533733,554240.753843,30720000,84,3,1.90,4.194883,0.524360,152.97,564719,-7,0xc42b15
189,4710801182,4711365894,0.000000,564712.000000,18382552.083333,18382.552083,18780729.705930,544045.882344,30720000,84,3,1.90,4.727866,0.590983,-381.12,564719,-7,0xc42b15
190,4711424366,4711989090,-0.042046,564723.957954,18382941.339658,18382.941340,18780512.756140,544203.058685,30720000,84,3,1.90,5.083066,0.635383,1798.78,564719,-3,0xc42b15
191,4712047550,4712612267,-0.133121,564716.866879,18382710.510383,18382.710510,18744730.982692,531388.787504,30720000,84,3,1.90,5.133193,0.641649,-390.63,564719,-5,0xc42b15
192,4712670734,4713235458,0.209563,564724.209563,18382949.530048,18382.949530,18744739.389622,531383.061652,30720000,84,3,1.90,6.687241,0.835905,1810.62,564719,-7,0xc42b15
193,4713293918,4713893806,-0.107489,599887.892511,19527600.667683,19527.600668,18744500.206175,531028.789620,30720000,84,3,1.84,4.337054,0.542132,-706.91,599902,-15,0xc02b15
194,4713917102,4714516985,0.000000,599883.000000,19527441.406250,19527.441406,18780042.145492,544021.599558,30720000,84,3,1.84,4.452100,0.556513,713.21,599902,-19,0xc02b15
195,4714540286,4715140404,-0.007318,600117.992682,19535090.907611,19535.090908,18780038.568200,544016.634215,30720000,84,3,1.84,6.200899,0.775112,-1443.88,599902,-19,0xc02b15
