frame_id,found,nid2,nid1,pci,peak_pos,sss_pos,toa_ns,cfo_hz,pss_metric,pss_peak_ratio,sss_metric,sss_peak_ratio
303,0,-1,-1,-1,0,0,0,0.000,0.000000,1.027750,0.000000,0.000000
304,1,1,60,181,776,2721,40558491,-1961608.500,0.068323,1.084995,0.090679,1.090753
305,0,-1,-1,-1,0,0,0,0.000,0.000000,1.034183,0.000000,0.000000
306,0,-1,-1,-1,0,0,0,0.000,0.000000,1.057984,0.000000,0.000000
307,0,-1,-1,-1,0,0,0,0.000,0.000000,1.006707,0.000000,0.000000
308,0,-1,-1,-1,0,0,0,0.000,0.000000,1.065788,0.000000,0.000000
309,1,2,-1,-1,1236,0,41240130,1310043.625,0.062553,1.143213,0.000000,1.011866
310,1,2,149,449,1544,3624,41383489,2252066.000,0.074494,1.160877,0.103803,1.224456
311,0,-1,-1,-1,0,0,0,0.000,0.000000,1.023414,0.000000,0.000000
312,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007556,0.000000,0.000000
313,1,1,10,31,3586,3912,41849959,1432123.875,0.076326,1.084229,0.094075,1.247432
314,0,-1,-1,-1,0,0,0,0.000,0.000000,1.078604,0.000000,0.000000
315,1,2,168,506,1042,3344,42033813,2500116.250,0.068077,1.137192,0.088369,1.098913
316,0,-1,-1,-1,0,0,0,0.000,0.000000,1.038405,0.000000,0.000000
317,1,2,119,359,666,2726,42288239,-8170378.000,0.099040,1.308914,0.097718,1.084593
318,1,2,-1,-1,144,0,42404580,-12681526.000,0.074017,1.225976,0.000000,1.038220
319,0,-1,-1,-1,0,0,0,0.000,0.000000,1.018600,0.000000,0.000000
320,1,0,129,387,1332,3642,42709918,-11222292.000,0.073319,1.140522,0.092773,1.169400
321,1,2,-1,-1,2086,0,42867795,-10234633.000,0.083853,1.354608,0.000000,1.069010
322,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028937,0.000000,0.000000
323,1,2,-1,-1,1056,0,43100933,-13673277.000,0.088601,1.363399,0.000000,1.039800
324,1,1,73,220,526,2610,43217013,-7142054.000,0.082010,1.281075,0.102803,1.092178
325,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028195,0.000000,0.000000
326,0,-1,-1,-1,0,0,0,0.000,0.000000,1.066437,0.000000,0.000000
327,0,-1,-1,-1,0,0,0,0.000,0.000000,1.054232,0.000000,0.000000
328,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028480,0.000000,0.000000
329,1,1,58,175,3754,3939,43988756,2202529.750,0.073164,1.166085,0.069723,1.102066
330,1,0,-1,-1,3788,0,44123196,5227064.500,0.067538,1.121920,0.000000,1.039206
331,0,-1,-1,-1,0,0,0,0.000,0.000000,1.072997,0.000000,0.000000
332,0,-1,-1,-1,0,0,0,0.000,0.000000,1.028086,0.000000,0.000000
333,1,1,-1,-1,3262,0,44506072,-5180793.500,0.065325,1.141964,0.000000,1.074774
334,0,-1,-1,-1,0,0,0,0.000,0.000000,1.015154,0.000000,0.000000
335,1,1,269,808,3386,3963,44776775,13017688.000,0.071058,1.124040,0.082249,1.172088
336,1,1,-1,-1,3184,0,44903532,-2388093.000,0.070999,1.111359,0.000000,1.055291
337,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007134,0.000000,0.000000
338,0,-1,-1,-1,0,0,0,0.000,0.000000,1.067411,0.000000,0.000000
339,1,0,-1,-1,1672,0,45254313,2111379.750,0.077769,1.085970,0.000000,1.032121
340,1,1,-1,-1,2096,0,45401448,510993.781,0.064996,1.160113,0.000000,1.001124
341,0,-1,-1,-1,0,0,0,0.000,0.000000,1.019197,0.000000,0.000000
342,0,-1,-1,-1,0,0,0,0.000,0.000000,1.013160,0.000000,0.000000
343,1,0,-1,-1,2704,0,45821238,1573034.000,0.065889,1.153411,0.000000,1.002823
344,1,2,-1,-1,2946,0,45962449,5047902.000,0.078030,1.171593,0.000000,1.069273
345,1,0,-1,-1,686,0,46022214,4242143.500,0.075025,1.266513,0.000000,1.072892
346,0,-1,-1,-1,0,0,0,0.000,0.000000,1.000193,0.000000,0.000000
347,0,-1,-1,-1,0,0,0,0.000,0.000000,1.033357,0.000000,0.000000
348,1,1,58,175,660,2624,46421367,9114093.000,0.068437,1.084511,0.116396,1.161284
349,1,2,-1,-1,3806,0,46657109,-10001504.000,0.106302,1.563928,0.000000,1.044191
350,0,-1,-1,-1,0,0,0,0.000,0.000000,1.026802,0.000000,0.000000
351,1,2,329,989,1216,3355,46839465,14195539.000,0.086457,1.337607,0.093314,1.113741
352,0,-1,-1,-1,0,0,0,0.000,0.000000,1.063875,0.000000,0.000000
353,0,-1,-1,-1,0,0,0,0.000,0.000000,1.015115,0.000000,0.000000
354,1,0,-1,-1,2846,0,47292524,-1404444.875,0.066316,1.103404,0.000000,1.019751
355,0,-1,-1,-1,0,0,0,0.000,0.000000,1.067899,0.000000,0.000000
356,1,2,-1,-1,1138,0,47503591,-1977583.750,0.078307,1.358607,0.000000,1.072764
357,0,-1,-1,-1,0,0,0,0.000,0.000000,1.060327,0.000000,0.000000
358,1,1,-1,-1,1870,0,47794085,3450220.500,0.071327,1.210052,0.000000,1.017805
359,1,2,-1,-1,2690,0,47954111,3772295.000,0.078145,1.157395,0.000000,1.001605
360,0,-1,-1,-1,0,0,0,0.000,0.000000,1.037825,0.000000,0.000000
361,0,-1,-1,-1,0,0,0,0.000,0.000000,1.017605,0.000000,0.000000
362,0,-1,-1,-1,0,0,0,0.000,0.000000,1.054894,0.000000,0.000000
363,0,-1,-1,-1,0,0,0,0.000,0.000000,1.027275,0.000000,0.000000
364,0,-1,-1,-1,0,0,0,0.000,0.000000,1.071876,0.000000,0.000000
365,0,-1,-1,-1,0,0,0,0.000,0.000000,1.036839,0.000000,0.000000
366,1,1,109,328,2574,3964,48883666,-4965220.500,0.063868,1.104525,0.089946,1.140134
367,0,-1,-1,-1,0,0,0,0.000,0.000000,1.035115,0.000000,0.000000
368,1,0,265,795,2386,3907,49144212,-5368350.000,0.082619,1.200947,0.099358,1.292842
369,1,2,-1,-1,3566,0,49315956,-12558697.000,0.117235,1.861390,0.000000,1.041914
370,1,2,-1,-1,542,0,49350852,-9246544.000,0.058109,1.103157,0.000000,1.069679
371,1,2,-1,-1,624,0,49486854,-12235999.000,0.071589,1.287198,0.000000,1.064419
372,0,-1,-1,-1,0,0,0,0.000,0.000000,1.070737,0.000000,0.000000
373,1,2,-1,-1,326,0,49743819,-13615783.000,0.076193,1.173833,0.000000,1.005980
374,1,2,-1,-1,1078,0,49901632,-11235694.000,0.085676,1.223839,0.000000,1.048247
375,1,0,307,921,840,2792,50027217,-10931786.000,0.079190,1.300731,0.093334,1.086284
376,0,-1,-1,-1,0,0,0,0.000,0.000000,1.000268,0.000000,0.000000
377,0,-1,-1,-1,0,0,0,0.000,0.000000,1.075454,0.000000,0.000000
378,1,2,2,8,3344,3912,50508727,1507395.500,0.073827,1.298371,0.089601,1.206017
379,0,-1,-1,-1,0,0,0,0.000,0.000000,1.052660,0.000000,0.000000
380,1,1,249,748,594,2874,50685874,-7606394.500,0.089642,1.385352,0.097833,1.127600
381,0,-1,-1,-1,0,0,0,0.000,0.000000,1.008965,0.000000,0.000000
382,1,2,-1,-1,3210,0,51037697,8239863.500,0.067653,1.150113,0.000000,1.063680
383,0,-1,-1,-1,0,0,0,0.000,0.000000,1.013246,0.000000,0.000000
384,1,0,-1,-1,3872,0,51325912,-1417135.875,0.072213,1.225111,0.000000,1.047574
385,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007100,0.000000,0.000000
386,1,1,297,892,2968,3967,51563151,-669886.312,0.124215,1.856608,0.081715,1.116276
387,0,-1,-1,-1,0,0,0,0.000,0.000000,1.015568,0.000000,0.000000
388,0,-1,-1,-1,0,0,0,0.000,0.000000,1.044103,0.000000,0.000000
389,1,2,-1,-1,894,0,51895637,-3579349.250,0.070507,1.212200,0.000000,1.031449
390,0,-1,-1,-1,0,0,0,0.000,0.000000,1.042407,0.000000,0.000000
391,0,-1,-1,-1,0,0,0,0.000,0.000000,1.070839,0.000000,0.000000
392,0,-1,-1,-1,0,0,0,0.000,0.000000,1.031011,0.000000,0.000000
393,0,-1,-1,-1,0,0,0,0.000,0.000000,1.050420,0.000000,0.000000
394,0,-1,-1,-1,0,0,0,0.000,0.000000,1.007048,0.000000,0.000000
395,0,-1,-1,-1,0,0,0,0.000,0.000000,1.024413,0.000000,0.000000
396,1,0,-1,-1,2020,0,52865622,7415982.000,0.064557,1.171749,0.000000,1.000223
397,1,2,112,338,628,2713,52953642,7606268.500,0.076776,1.113206,0.102787,1.080506
398,1,2,113,341,688,2642,53088928,7283191.500,0.061075,1.144995,0.089422,1.131681
399,1,1,-1,-1,2012,0,53265360,-12772565.000,0.077737,1.086288,0.000000,1.050032
